"id","cond","trial.","realPattern","userAnswer","correct","playstamp","playendstamp","enterstamp","reaction_time","diffCount_1","diffCount_2","diffCount_3"
"p11","Approach",31,342,342,1,225958,227464,230871,3407,0,0,0
"p11","Approach",32,143,143,1,231630,233134,235102,1968,0,0,0
"p11","Approach",33,414,414,1,236167,237670,239717,2047,0,0,0
"p11","Approach",34,343,343,1,241831,243337,250630,7293,0,0,0
"p11","Approach",35,214,214,1,253359,254865,257846,2981,0,0,0
"p11","Approach",36,423,423,1,266934,268437,270062,1625,0,0,0
"p11","Approach",37,434,434,1,270791,272295,276086,3791,0,0,0
"p11","Approach",38,412,212,0,276934,278438,282486,4048,1,0,0
"p11","Approach",39,242,242,1,283318,284822,287254,2432,0,0,0
"p11","Approach",40,312,312,1,288086,289590,294862,5272,0,0,0
"p11","Approach",41,124,124,1,325870,327376,330934,3558,0,0,0
"p11","Approach",42,234,232,0,332230,333736,336950,3214,1,0,0
"p11","Approach",43,312,312,1,337670,339174,341206,2032,0,0,0
"p11","Approach",44,241,243,0,341958,343462,345550,2088,1,0,0
"p11","Approach",45,431,431,1,346295,347799,349911,2112,0,0,0
"p11","Approach",46,241,241,1,350703,352205,354182,1977,0,0,0
"p11","Approach",47,123,124,0,354975,356478,358782,2304,1,0,0
"p11","Approach",48,314,134,0,359518,361021,363998,2977,0,1,0
"p11","Approach",49,434,434,1,364719,366222,368830,2608,0,0,0
"p11","Approach",50,134,134,1,369662,371166,372773,1607,0,0,0
"p11","Approach",51,413,413,1,373519,375023,377647,2624,0,0,0
"p11","Approach",52,132,132,1,378359,379863,383222,3359,0,0,0
"p11","Approach",53,213,213,1,384711,386214,389750,3536,0,0,0
"p11","Approach",54,124,124,1,390503,392006,396134,4128,0,0,0
"p11","Approach",55,424,424,1,396918,398422,400861,2439,0,0,0
"p11","Approach",56,313,313,1,401766,403275,405902,2627,0,0,0
"p11","Approach",57,142,142,1,406678,408182,412966,4784,0,0,0
"p11","Approach",58,324,324,1,414294,415798,419478,3680,0,0,0
"p11","Approach",59,321,323,0,420879,422383,425038,2655,1,0,0
"p11","Approach",60,343,343,1,425815,427318,429878,2560,0,0,0
"p11","Approach",61,234,234,1,463414,464922,468221,3299,0,0,0
"p11","Approach",62,421,421,1,469047,470551,472774,2223,0,0,0
"p11","Approach",63,131,131,1,473518,475023,477430,2407,0,0,0
"p11","Approach",64,413,413,1,478158,479662,482982,3320,0,0,0
"p11","Approach",65,243,241,0,483727,485230,487566,2336,1,0,0
"p11","Approach",66,232,231,0,488414,489918,492574,2656,1,0,0
"p11","Approach",67,324,142,0,493318,494821,497510,2689,0,0,1
"p11","Approach",68,121,121,1,498422,499926,501702,1776,0,0,0
"p11","Approach",69,231,412,0,502495,503999,518782,14783,0,0,1
"p11","Approach",70,413,413,1,519487,520993,523358,2365,0,0,0
"p11","Approach",71,314,213,0,524063,525570,528982,3412,0,1,0
"p11","Approach",72,123,123,1,529919,531422,533894,2472,0,0,0
"p11","Approach",73,212,212,1,534622,536126,538110,1984,0,0,0
"p11","Approach",74,132,132,1,538830,540333,545006,4673,0,0,0
"p11","Approach",75,134,134,1,545911,547414,549518,2104,0,0,0
"p11","Approach",76,231,231,1,550398,551901,554773,2872,0,0,0
"p11","Approach",77,434,434,1,555622,557125,559238,2113,0,0,0
"p11","Approach",78,214,212,0,560086,561590,565117,3527,1,0,0
"p11","Approach",79,131,131,1,566398,567902,580742,12840,0,0,0
"p11","Approach",80,234,232,0,581487,582994,585926,2932,1,0,0
"p11","Approach",81,321,321,1,617182,618690,623646,4956,0,0,0
"p11","Approach",82,121,121,1,624430,625934,628134,2200,0,0,0
"p11","Approach",83,323,323,1,628902,630406,632054,1648,0,0,0
"p11","Approach",84,121,121,1,632742,634245,637374,3129,0,0,0
"p11","Approach",85,412,141,0,638558,640061,647838,7777,0,0,1
"p11","Approach",86,214,214,1,648654,650158,653222,3064,0,0,0
"p11","Approach",87,324,324,1,654014,655519,658133,2614,0,0,0
"p11","Approach",88,213,432,0,658902,660406,681501,21095,0,0,1
"p11","Approach",89,241,241,1,682310,683823,685558,1735,0,0,0
"p11","Approach",90,242,242,1,686742,688248,690846,2598,0,0,0
"p11","Approach",91,432,432,1,691751,693255,704942,11687,0,0,0
"p11","Approach",92,314,214,0,705831,707334,710574,3240,1,0,0
"p11","Approach",93,131,131,1,711359,712863,714646,1783,0,0,0
"p11","Approach",94,213,213,1,715774,717277,718837,1560,0,0,0
"p11","Approach",95,423,423,1,719678,721182,723726,2544,0,0,0
"p11","Approach",96,141,131,0,724494,725997,735190,9193,1,0,0
"p11","Approach",97,421,423,0,736079,737582,740806,3224,1,0,0
"p11","Approach",98,142,142,1,741502,743009,745854,2845,0,0,0
"p11","Approach",99,143,142,0,747150,748656,752615,3959,1,0,0
"p11","Approach",100,212,232,0,753358,754862,757422,2560,1,0,0
"p11","Approach",101,141,141,1,788390,789896,792766,2870,0,0,0
"p11","Approach",102,431,432,0,793527,795031,797518,2487,1,0,0
"p11","Approach",103,432,412,0,798311,799814,814902,15088,1,0,0
"p11","Approach",104,341,341,1,815646,817154,819365,2211,0,0,0
"p11","Approach",105,313,121,0,820287,821790,836054,14264,0,0,1
"p11","Approach",106,323,424,0,836935,838443,841829,3386,0,1,0
"p11","Approach",107,231,231,1,842663,844170,846575,2405,0,0,0
"p11","Approach",108,423,241,0,847423,848926,867205,18279,0,0,1
