id,cond,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p8,Approach,1,241,241,1,23407,24920,27166
p8,Approach,2,432,432,1,28350,29853,33142
p8,Approach,3,124,124,1,34614,36121,38566
p8,Approach,4,123,123,1,40270,41774,44695
p8,Approach,5,413,413,1,45598,47102,49734
p8,Approach,6,131,131,1,51038,52541,56734
p8,Approach,7,213,213,1,58622,60125,64750
p8,Approach,8,423,423,1,65886,67392,70526
p8,Approach,9,343,343,1,71350,72853,76502
p8,Approach,10,424,424,1,77415,78923,82717
p8,Approach,11,414,414,1,83655,85158,87662
p8,Approach,12,214,214,1,88550,90054,92934
p8,Approach,13,341,341,1,93798,95302,98606
p8,Approach,14,431,412,0,99455,100958,105046
p8,Approach,15,434,434,1,105870,107374,110198
p8,Approach,16,424,424,1,111031,112535,115958
p8,Approach,17,434,434,1,117303,118806,123630
p8,Approach,18,424,424,1,124487,125991,128582
p8,Approach,19,312,124,0,129358,130861,134414
p8,Approach,20,314,314,1,135198,136701,138982
p8,Approach,21,321,121,0,170766,172272,176007
p8,Approach,22,232,232,1,177575,179083,182910
p8,Approach,23,234,234,1,183878,185382,188445
p8,Approach,24,323,323,1,189279,190782,193582
p8,Approach,25,134,134,1,194678,196182,201542
p8,Approach,26,412,414,0,202359,203861,211029
p8,Approach,27,124,124,1,211910,213414,215389
p8,Approach,28,321,321,1,216158,217662,219830
p8,Approach,29,242,242,1,220742,222247,224422
p8,Approach,30,313,323,0,225303,226807,230382
p8,Approach,31,124,124,1,231254,232757,235926
p8,Approach,32,213,213,1,236774,238277,240550
p8,Approach,33,421,421,1,241382,242886,246038
p8,Approach,34,414,414,1,247079,248584,251230
p8,Approach,35,232,232,1,252550,254054,257726
p8,Approach,36,231,231,1,258655,260159,262566
p8,Approach,37,132,132,1,263390,264894,272270
p8,Approach,38,143,143,1,273190,274694,276542
p8,Approach,39,131,131,1,277599,279102,281319
p8,Approach,40,123,143,0,282726,284229,286670
p8,Approach,41,121,121,1,318982,320490,322669
p8,Approach,42,234,234,1,323518,325022,327797
p8,Approach,43,421,421,1,328758,330262,332502
p8,Approach,44,413,413,1,333350,334853,337310
p8,Approach,45,421,421,1,338038,339541,342550
p8,Approach,46,134,134,1,343311,344814,347790
p8,Approach,47,231,231,1,348743,350246,352614
p8,Approach,48,324,324,1,353406,354909,357566
p8,Approach,49,323,323,1,358414,359918,362494
p8,Approach,50,143,143,1,363334,364839,368454
p8,Approach,51,423,423,1,369175,370678,373734
p8,Approach,52,242,242,1,374567,376071,378670
p8,Approach,53,323,323,1,379431,380934,383238
p8,Approach,54,241,241,1,384166,385670,388037
p8,Approach,55,134,134,1,388814,390318,392405
p8,Approach,56,434,434,1,393198,394702,396702
p8,Approach,57,132,132,1,397439,398942,401046
p8,Approach,58,141,141,1,401966,403470,407518
p8,Approach,59,341,341,1,408191,409694,412334
p8,Approach,60,212,212,1,413430,414936,417942
p8,Approach,61,342,342,1,449502,451013,453518
p8,Approach,62,414,414,1,454350,455853,458469
p8,Approach,63,324,324,1,459414,460918,462959
p8,Approach,64,143,143,1,463790,465295,467246
p8,Approach,65,142,142,1,468094,469598,471510
p8,Approach,66,121,121,1,472359,473862,478094
p8,Approach,67,242,242,1,478846,480350,482509
p8,Approach,68,343,343,1,483318,484822,486750
p8,Approach,69,314,324,0,487711,489214,491598
p8,Approach,70,321,321,1,492430,493934,497014
p8,Approach,71,214,214,1,498814,500318,503886
p8,Approach,72,313,313,1,504607,506110,508686
p8,Approach,73,324,324,1,509398,510902,513246
p8,Approach,74,432,412,0,514086,515591,517886
p8,Approach,75,213,213,1,518710,520215,522293
p8,Approach,76,212,212,1,523302,524806,527293
p8,Approach,77,412,412,1,528111,529615,532118
p8,Approach,78,241,241,1,533222,534725,537670
p8,Approach,79,312,312,1,538454,539958,541934
p8,Approach,80,313,313,1,542806,544310,547014
p8,Approach,81,121,121,1,578334,579841,582614
p8,Approach,82,342,142,0,583407,584913,594622
p8,Approach,83,231,231,1,595343,596852,599998
p8,Approach,84,234,234,1,601190,602694,606126
p8,Approach,85,431,431,1,606862,608369,611334
p8,Approach,86,423,423,1,612166,613669,615781
p8,Approach,87,343,343,1,616575,618078,620174
p8,Approach,88,214,214,1,621102,622605,626574
p8,Approach,89,412,414,0,627318,628822,631334
p8,Approach,90,142,142,1,632302,633806,636446
p8,Approach,91,232,232,1,637294,638798,642621
p8,Approach,92,342,342,1,644327,645830,647621
p8,Approach,93,312,314,0,648382,649886,654638
p8,Approach,94,131,131,1,655327,656831,658669
p8,Approach,95,413,413,1,659606,661109,663654
p8,Approach,96,431,431,1,664535,666039,670782
p8,Approach,97,142,142,1,671502,673006,675406
p8,Approach,98,243,243,1,676174,677678,680085
p8,Approach,99,212,212,1,681286,682790,685110
p8,Approach,100,243,243,1,686303,687806,690533
p8,Approach,101,141,141,1,722470,723976,726661
p8,Approach,102,243,243,1,727470,728974,730782
p8,Approach,103,341,341,1,731558,733063,736230
p8,Approach,104,123,123,1,737031,738534,741413
p8,Approach,105,141,141,1,742214,743718,748877
p8,Approach,106,432,412,0,749670,751173,754421
p8,Approach,107,132,132,1,755262,756765,758934
p8,Approach,108,314,314,1,759711,761214,764517
