id,cond,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p10,Baseline1,1,341,341,1,5632,7135,9383
p10,Baseline1,2,434,434,1,10311,11814,14134
p10,Baseline1,3,343,343,1,15023,16526,18574
p10,Baseline1,4,242,242,1,19615,21118,23126
p10,Baseline1,5,231,231,1,24007,25511,27879
p10,Baseline1,6,214,214,1,28791,30294,32638
p10,Baseline1,7,142,142,1,33527,35031,37678
p10,Baseline1,8,312,312,1,38559,40071,43334
p10,Baseline1,9,241,241,1,44150,45654,47903
p10,Baseline1,10,134,134,1,48855,50358,52798
p10,Baseline1,11,413,413,1,53726,55230,57422
p10,Baseline1,12,232,234,0,58687,60191,62526
p10,Baseline1,13,423,423,1,63440,64943,67287
p10,Baseline1,14,431,431,1,68343,69847,72350
p10,Baseline1,15,432,412,0,73303,74807,78591
p10,Baseline1,16,414,414,1,79544,81046,83598
p10,Baseline1,17,213,213,1,84455,85959,89038
p10,Baseline1,18,231,231,1,90063,91567,93687
p10,Baseline1,19,234,234,1,94575,96078,98350
p10,Baseline1,20,131,131,1,99295,100798,103366
p10,Baseline1,21,121,143,0,135839,137349,140118
p10,Baseline1,22,434,434,1,140975,142480,144783
p10,Baseline1,23,141,141,1,145606,147110,149054
p10,Baseline1,24,141,141,1,149880,151382,154398
p10,Baseline1,25,132,134,0,155263,156766,159118
p10,Baseline1,26,431,431,1,159911,161415,163598
p10,Baseline1,27,243,241,0,164431,165935,168582
p10,Baseline1,28,232,234,0,169407,170912,174278
p10,Baseline1,29,414,414,1,175048,176551,178870
p10,Baseline1,30,143,143,1,179687,181190,183398
p10,Baseline1,31,214,214,1,184247,185750,188798
p10,Baseline1,32,341,341,1,189720,191223,193759
p10,Baseline1,33,421,421,1,194607,196111,198142
p10,Baseline1,34,413,413,1,198975,200479,203278
p10,Baseline1,35,314,314,1,204136,205639,207726
p10,Baseline1,36,314,314,1,208622,210127,212814
p10,Baseline1,37,143,143,1,213775,215278,218062
p10,Baseline1,38,143,143,1,218935,220439,222863
p10,Baseline1,39,434,414,0,223798,225302,227887
p10,Baseline1,40,131,131,1,228743,230247,232639
p10,Baseline1,41,323,343,0,264175,265681,268423
p10,Baseline1,42,413,413,1,269247,270751,272943
p10,Baseline1,43,131,131,1,273775,275283,277607
p10,Baseline1,44,312,314,0,278399,279903,281951
p10,Baseline1,45,121,141,0,282775,284278,286790
p10,Baseline1,46,342,341,0,287639,289142,291798
p10,Baseline1,47,312,314,0,292568,294071,296583
p10,Baseline1,48,124,143,0,297407,298911,302142
p10,Baseline1,49,123,143,0,302990,304494,306862
p10,Baseline1,50,412,414,0,307895,309398,312374
p10,Baseline1,51,421,421,1,313359,314863,317767
p10,Baseline1,52,212,212,1,318631,320135,322934
p10,Baseline1,53,323,343,0,323799,325302,327911
p10,Baseline1,54,142,142,1,328784,330287,333270
p10,Baseline1,55,323,343,0,334192,335695,337927
p10,Baseline1,56,124,143,0,338728,340231,342710
p10,Baseline1,57,213,413,0,343615,345118,348294
p10,Baseline1,58,234,234,1,349247,350750,354327
p10,Baseline1,59,141,141,1,355359,356867,359654
p10,Baseline1,60,424,424,1,360663,362166,365206
p10,Baseline1,61,342,342,1,396543,398049,400959
p10,Baseline1,62,242,242,1,402063,403566,406007
p10,Baseline1,63,142,142,1,406903,408412,411198
p10,Baseline1,64,243,243,1,412103,413606,415478
p10,Baseline1,65,134,134,1,416319,417823,420646
p10,Baseline1,66,241,241,1,421503,423007,425462
p10,Baseline1,67,432,432,1,426359,427863,430623
p10,Baseline1,68,423,423,1,431463,432966,435655
p10,Baseline1,69,313,313,1,436583,438087,441054
p10,Baseline1,70,243,241,0,442008,443510,445831
p10,Baseline1,71,421,421,1,446751,448256,450798
p10,Baseline1,72,313,313,1,451808,453313,456222
p10,Baseline1,73,234,234,1,457151,458654,461335
p10,Baseline1,74,132,132,1,462368,463871,466071
p10,Baseline1,75,424,424,1,467031,468538,471286
p10,Baseline1,76,424,424,1,472255,473773,476447
p10,Baseline1,77,212,212,1,477591,479094,481294
p10,Baseline1,78,123,121,0,482255,483758,494039
p10,Baseline1,79,241,241,1,495007,496510,498743
p10,Baseline1,80,324,324,1,499903,501412,504278
p10,Baseline1,81,214,214,1,535943,537455,540911
p10,Baseline1,82,412,414,0,541815,543320,545831
p10,Baseline1,83,343,343,1,546751,548255,550326
p10,Baseline1,84,321,341,0,551167,552671,554910
p10,Baseline1,85,431,431,1,555695,557199,559214
p10,Baseline1,86,414,414,1,560039,561543,563814
p10,Baseline1,87,341,341,1,564719,566223,568462
p10,Baseline1,88,342,342,1,569359,570863,573438
p10,Baseline1,89,212,414,0,574287,575790,578351
p10,Baseline1,90,123,143,0,579231,580735,583222
p10,Baseline1,91,213,213,1,584104,585607,588750
p10,Baseline1,92,232,434,0,589623,591126,593367
p10,Baseline1,93,324,342,0,594254,595758,598271
p10,Baseline1,94,134,134,1,599159,600663,603598
p10,Baseline1,95,231,231,1,604471,605974,608399
p10,Baseline1,96,343,343,1,609472,610975,613350
p10,Baseline1,97,132,134,0,614311,615814,618358
p10,Baseline1,98,432,434,0,619216,620719,623590
p10,Baseline1,99,321,341,0,624543,626046,628086
p10,Baseline1,100,313,313,1,629247,630750,633558
p10,Baseline1,101,412,414,0,666847,668353,671358
p10,Baseline1,102,321,341,0,672328,673832,676686
p10,Baseline1,103,314,314,1,677503,679007,681454
p10,Baseline1,104,324,324,1,682343,683846,686062
p10,Baseline1,105,423,421,0,686935,688438,691302
p10,Baseline1,106,242,242,1,692175,693678,696031
p10,Baseline1,107,121,121,1,696902,698406,700599
p10,Baseline1,108,124,124,1,701511,703015,705846
